,acceptedName,className,classGroup,classGroupNum,redlistCategory,redlistGroup,code,ias,weight
747,Banksia paludosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,6.3,,1
748,Banksia pellaeifolia,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.2,Phytophthora cinnamomi,4
749,Banksia petiolaris,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
750,Banksia pilostylis,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.1,,12
751,Banksia platycarpa,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
752,Banksia plumosa,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
753,Banksia polycephala,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
754,Banksia porrecta,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
755,Banksia praemorsa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
756,Banksia prionotes,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.1,,4
757,Banksia proteoides,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.2,,4
758,Banksia pteridifolia,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
759,Banksia pulchella,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
760,Banksia purdieana,MAGNOLIOPSIDA,Plant,3,Endangered,5,2.1.3,,6
761,Banksia quercifolia,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
762,Banksia repens,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
763,Banksia robur,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
764,Banksia rufa,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
765,Banksia saxicola,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
766,Banksia scabrella,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,4.1,,4
767,Banksia sceptrum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
768,Banksia sclerophylla,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.1.4,,2
769,Banksia seminuda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
770,Banksia seneciifolia,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.2,Phytophthora cinnamomi,4
771,Banksia serra,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,8.1.2,Phytophthora cinnamomi,4
772,Banksia serrata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
773,Banksia serratuloides,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
774,Banksia sessilis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
775,Banksia shanklandiorum,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,7.1.1,,4
776,Banksia shuttleworthiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
777,Banksia solandri,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Setonix brachyurus,12
778,Banksia speciosa,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
779,Banksia sphaerocarpa,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
780,Banksia splendida,MAGNOLIOPSIDA,Plant,3,Endangered,5,4.1,,6
781,Banksia squarrosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.3,,1
782,Banksia stenoprion,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
783,Banksia strictifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
784,Banksia stuposa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
785,Banksia subpinnatifida,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,12.1,,2
786,Banksia subulata,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
787,Banksia telmatiaea,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
788,Banksia tenuis,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
789,Banksia tortifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,3.2,,1
790,Banksia tridentata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
791,Banksia undata,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,7.1.1,,2
792,Banksia vestita,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,2.1.3,,4
793,Banksia victoriae,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
794,Banksia violacea,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
795,Banksia xylothemelia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
796,Barnardius zonarius,AVES,Bird,9,Least Concern,2,NA,NA,1
797,Barringtonia acutangula,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
798,Barringtonia asiatica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,11.4,,1
799,Barringtonia racemosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
800,Bassiana duperreyi,REPTILIA,Reptile,4,Least Concern,2,1.1,,1
801,Bassiana platynota,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
802,Bassiana trilineata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
803,Bayardella cosmeta,GASTROPODA,Invertebrate,1,Least Concern,2,8.1.1,,2
804,Bayardella johni,GASTROPODA,Invertebrate,1,Least Concern,2,2.3.4,,1
805,Beddomeia mesibovi,GASTROPODA,Invertebrate,1,Vulnerable,4,3.2,,4
806,Beddomeia minima,GASTROPODA,Invertebrate,1,Vulnerable,4,3.2,,4
807,Beddomeia topsiae,GASTROPODA,Invertebrate,1,Vulnerable,4,3.2,,4
808,Beilschmiedia bancroftii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
809,Beilschmiedia collina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
810,Beilschmiedia elliptica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
811,Beilschmiedia obtusifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
812,Beilschmiedia tooram,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
813,Bellatorias frerei,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
814,Bellatorias major,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Rhinella marina,2
815,Bellendena montana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
816,Benstonea monticola,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
817,Berrya javanica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
818,Bettongia gaimardi,MAMMALIA,Mammal,6,Near Threatened,3,8.1.2,Vulpes vulpes,4
819,Bettongia lesueur,MAMMALIA,Mammal,6,Near Threatened,3,8.1.2,Felis catus,4
820,Bettongia penicillata,MAMMALIA,Mammal,6,Critically Endangered,6,8.1.1,,16
821,Bettongia tropica,MAMMALIA,Mammal,6,Endangered,5,8.1.2,Felis catus,12
822,Beyeria viscosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
823,Bidyanus bidyanus,ACTINOPTERYGII,Fish,2,Near Threatened,3,8.1.2,Perca fluviatilis,4
824,Bidyanus welchi,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
825,Bischofia javanica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
826,Biziura lobata,AVES,Bird,9,Least Concern,2,11.1,,1
827,Blyxa aubertii,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
828,Blyxa octandra,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
829,Boiga irregularis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
830,Boleophthalmus caeruleomaculatus,ACTINOPTERYGII,Fish,2,Least Concern,2,9.1.3,,1
831,Boletoscapter furcatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
832,Bonnaya antipoda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
833,Boronia muelleri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
834,Bosistoa medicinalis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
835,Bosistoa pentacocca,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
836,Bossiaea aquifolium,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
837,Bostockia porosa,ACTINOPTERYGII,Fish,2,Near Threatened,3,8.1.2,Gambusia holbrooki,4
838,Botaurus poiciloptilus,AVES,Bird,9,Endangered,5,7.3,,6
839,Brachirus selheimi,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
840,Brachychiton acuminatus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
841,Brachychiton australis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
842,Brachychiton bidwillii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
843,Brachychiton chillagoensis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
844,Brachychiton collinus,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,7.1.1,,2
845,Brachychiton discolor,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
846,Brachychiton diversifolius,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
847,Brachychiton garrawayae,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
848,Brachychiton megaphyllus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
849,Brachychiton muellerianus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
850,Brachychiton paradoxum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
851,Brachychiton spectabilis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
852,Brachychiton tuberculatus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
853,Brachychiton viridiflorus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
854,Brachychiton viscidulus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
855,Brachydiplax denticauda,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
856,Brachydiplax duivenbodei,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
857,Brachyurophis approximans,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
858,Brachyurophis australis,REPTILIA,Reptile,4,Least Concern,2,2.1.3,,1
859,Brachyurophis fasciolatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
860,Brachyurophis incinctus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
861,Brachyurophis roperi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
862,Brachyurophis semifasciatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
863,Brassica fruticulosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,9.3.3,,1
864,Brassica nigra,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
865,Breynia cernua,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
866,Breynia macrantha,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
867,Breynia oblongifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
868,Bridelia exaltata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
869,Bridelia insulana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
870,Bridelia leichhardtii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
871,Bridelia tomentosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
872,Brucea javanica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
873,Bubulcus ibis,AVES,Bird,9,Least Concern,2,NA,NA,1
874,Buchanania obovata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
875,Buckinghamia ferruginiflora,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,11.4,,4
876,Bullastra lessoni,GASTROPODA,Invertebrate,1,Least Concern,2,2.3.4,,1
877,Bunaka gyrinoides,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
878,Burhinus grallarius,AVES,Bird,9,Least Concern,2,8.1.2,Vulpes vulpes,2
879,Burramys parvus,MAMMALIA,Mammal,6,Critically Endangered,6,8.1.2,Vulpes vulpes,16
880,Bursaria occidentalis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
881,Bursaria tenuifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
882,Butis butis,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
883,Butorides striata,AVES,Bird,9,Least Concern,2,NA,NA,1
884,Cacatua galerita,AVES,Bird,9,Least Concern,2,NA,NA,1
885,Cacatua leadbeateri,AVES,Bird,9,Least Concern,2,NA,NA,1
886,Cacatua pastinator,AVES,Bird,9,Least Concern,2,NA,NA,1
887,Cacatua sanguinea,AVES,Bird,9,Least Concern,2,NA,NA,1
888,Cacatua tenuirostris,AVES,Bird,9,Least Concern,2,11.1,,1
889,Cacomantis variolosus,AVES,Bird,9,Least Concern,2,NA,NA,1
890,Cacophis churchilli,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
891,Cacophis harriettae,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
892,Cacophis krefftii,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
893,Cacophis squamulosus,REPTILIA,Reptile,4,Least Concern,2,3.2,,1
894,Cairnsichthys rhombosomoides,ACTINOPTERYGII,Fish,2,Endangered,5,8.1.1,,12
895,Calamanthus campestris,AVES,Bird,9,Least Concern,2,NA,NA,1
896,Calamanthus cautus,AVES,Bird,9,Least Concern,2,11.1,,1
897,Calamanthus fuliginosus,AVES,Bird,9,Least Concern,2,11.1,,1
898,Calamanthus montanellus,AVES,Bird,9,Least Concern,2,NA,NA,1
899,Calamanthus pyrrhopygius,AVES,Bird,9,Least Concern,2,11.1,,1
900,Caldicochlea globosa,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
901,Caldicochlea harrisi,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
902,Caliagrion billinghursti,INSECTA,Invertebrate,1,Vulnerable,4,NA,NA,4
903,Calidris acuminata,AVES,Bird,9,Least Concern,2,11.1,,1
904,Calidris alba,AVES,Bird,9,Least Concern,2,11.1,,1
905,Calidris canutus,AVES,Bird,9,Near Threatened,3,8.1.2,Unspecified Spartina,4
906,Calidris ferruginea,AVES,Bird,9,Near Threatened,3,8.1.2,Clostridium botulinum,4
907,Calidris melanotos,AVES,Bird,9,Least Concern,2,11.1,,1
908,Calidris ruficollis,AVES,Bird,9,Near Threatened,3,11.1,,2
909,Calidris subminuta,AVES,Bird,9,Least Concern,2,11.1,,1
910,Calidris tenuirostris,AVES,Bird,9,Endangered,5,8.1.1,,12
911,Callicarpa candicans,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.1,,2
912,Callicarpa pedunculata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.3.4,,1
913,Callipepla californica,AVES,Bird,9,Least Concern,2,NA,NA,1
914,Callistemon viminalis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
915,Callocephalon fimbriatum,AVES,Bird,9,Least Concern,2,11.1,,1
916,Calonectris leucomelas,AVES,Bird,9,Near Threatened,3,8.1.2,Rattus norvegicus,4
917,Calophyllum inophyllum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.4.1,,1
918,Calycopeplus casuarinoides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
919,Calycopeplus oligandrus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
920,Calyptorhynchus banksii,AVES,Bird,9,Least Concern,2,NA,NA,1
921,Calyptorhynchus lathami,AVES,Bird,9,Least Concern,2,11.1,,1
922,Calyptotis lepidorostrum,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
923,Calyptotis ruficauda,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
924,Calyptotis scutirostrum,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
925,Calyptotis temporalis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
926,Camacinia othello,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
927,Cananga odorata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
928,Canarium australasicum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
929,Canarium australianum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
930,Canarium muelleri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
931,Canarium vitiense,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
932,Capparis arborea,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
933,Capparis jacobsii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
934,Capparis loranthifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
935,Capparis mitchellii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
936,Capparis umbonata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
937,Caprimulgus macrurus,AVES,Bird,9,Least Concern,2,NA,NA,1
938,Caranx sexfasciatus,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.2,,1
939,Carcharhinus leucas,CHONDRICHTHYES,Fish,2,Near Threatened,3,5.4.2,,2
940,Cardiospermum halicacabum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
941,Carduelis carduelis,AVES,Bird,9,Least Concern,2,5.1.2,,1
942,Cardwellia sublimis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.3.5,,1
943,Carettochelys insculpta,REPTILIA,Reptile,4,Endangered,5,3.2,,6
944,Caridina indistincta,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
945,Caridina peninsularis,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
946,Caridina wilkinsi,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
947,Caridina zebra,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
948,Carissa spinarum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
949,Carlia amax,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
950,Carlia decora,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
951,Carlia dogare,REPTILIA,Reptile,4,Least Concern,2,1.3,,1
952,Carlia gracilis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
953,Carlia jarnoldae,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
954,Carlia johnstonei,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
955,Carlia longipes,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
956,Carlia munda,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
957,Carlia pectoralis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
958,Carlia rhomboidalis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
959,Carlia rimula,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
960,Carlia rostralis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
961,Carlia rubigo,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
962,Carlia rubrigularis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
963,Carlia rufilatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
964,Carlia schmeltzii,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Themeda quadrivalvis,2
965,Carlia sexdentata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
966,Carlia storri,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
967,Carlia tetradactyla,REPTILIA,Reptile,4,Least Concern,2,2.3.4,,1
968,Carlia triacantha,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
969,Carlia vivax,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
970,Carnarvonia araliifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.3.5,,1
971,Carphodactylus laevis,REPTILIA,Reptile,4,Least Concern,2,11.1,,1
972,Carterornis leucotis,AVES,Bird,9,Least Concern,2,NA,NA,1
973,Casearia grewiifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
974,Cassia brewsteri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
975,Cassia tomentella,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
976,Casuarina cunninghamiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
977,Casuarina equisetifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,12.1,,1
978,Casuarina glauca,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
979,Casuarina pauper,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
980,Casuarius casuarius,AVES,Bird,9,Least Concern,2,8.1.2,Canis familiaris,2
981,Catalepidia heyana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
982,Cecropis daurica,AVES,Bird,9,Least Concern,2,8.2.1,,1
983,Celtis philippensis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,5.3.5,,1
984,Cenarrhenes nitida,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
985,Cenchrus basedowii,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
986,Centella asiatica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
987,Cephalodesmius armiger,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
988,Cephalodesmius laticollis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
989,Ceratopetalum apetalum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
990,Ceratopetalum gummiferum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
991,Ceratopetalum succirubrum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
992,Cerbera floribunda,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
993,Cerbera manghas,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
994,Cercartetus caudatus,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
995,Cercartetus concinnus,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
996,Cercartetus lepidus,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
997,Cercartetus nanus,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
998,Cereopsis novaehollandiae,AVES,Bird,9,Least Concern,2,NA,NA,1
999,Ceriagrion aeruginosum,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
1000,Ceriops pseudodecandra,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
1001,Cerithium coralium,GASTROPODA,Invertebrate,1,Least Concern,2,12.1,,1
1002,Certhionyx pectoralis,AVES,Bird,9,Least Concern,2,NA,NA,1
1003,Certhionyx variegatus,AVES,Bird,9,Least Concern,2,NA,NA,1
1004,Chaerephon jobensis,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
1005,Chalcophaps longirostris,AVES,Bird,9,Least Concern,2,NA,NA,1
1006,Chalinolobus dwyeri,MAMMALIA,Mammal,6,Vulnerable,4,8.1.1,,8
1007,Chalinolobus gouldii,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
1008,Chalinolobus morio,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
1009,Chalinolobus nigrogriseus,MAMMALIA,Mammal,6,Least Concern,2,3.2,,1
1010,Chalinolobus picatus,MAMMALIA,Mammal,6,Near Threatened,3,8.1.1,,4
1011,Chanos chanos,ACTINOPTERYGII,Fish,2,Least Concern,2,8.4.1,,1
1012,Charadrius bicinctus,AVES,Bird,9,Near Threatened,3,8.1.2,Mustela furo,4
1013,Charadrius dubius,AVES,Bird,9,Least Concern,2,8.1.2,Clostridium botulinum,2
1014,Charadrius hiaticula,AVES,Bird,9,Least Concern,2,11.1,,1
1015,Charadrius leschenaultii,AVES,Bird,9,Least Concern,2,8.1.2,Spartina alterniflora,2
1016,Charadrius mongolus,AVES,Bird,9,Least Concern,2,2.1.4,,1
1017,Charadrius ruficapillus,AVES,Bird,9,Least Concern,2,NA,NA,1
1018,Charadrius veredus,AVES,Bird,9,Least Concern,2,NA,NA,1
1019,Chelidonichthys kumu,ACTINOPTERYGII,Fish,2,Least Concern,2,5.4.2,,1
1020,Chelon planiceps,ACTINOPTERYGII,Fish,2,Least Concern,2,9.2.3,,1
1021,Chelonodon patoca,ACTINOPTERYGII,Fish,2,Least Concern,2,1.3,,1
1022,Chelosania brunnea,REPTILIA,Reptile,4,Data Deficient,1,8.1.2,Felis catus,4
1023,Chenonetta jubata,AVES,Bird,9,Least Concern,2,NA,NA,1
1024,Cheramoeca leucosterna,AVES,Bird,9,Least Concern,2,NA,NA,1
1025,Cherax bicarinatus,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
1026,Cherax cuspidatus,MALACOSTRACA,Invertebrate,1,Least Concern,2,8.1.2,Cherax quadricarinatus,2
1027,Cherax dispar,MALACOSTRACA,Invertebrate,1,Least Concern,2,9.1.1,,1
1028,Cherax quadricarinatus,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
1029,Cherax quinquecarinatus,MALACOSTRACA,Invertebrate,1,Least Concern,2,8.2,,1
1030,Chionanthus axillaris,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
1031,Chlamydera cerviniventris,AVES,Bird,9,Least Concern,2,NA,NA,1
1032,Chlamydera guttata,AVES,Bird,9,Least Concern,2,NA,NA,1
1033,Chlamydera maculata,AVES,Bird,9,Least Concern,2,NA,NA,1
1034,Chlamydera nuchalis,AVES,Bird,9,Least Concern,2,NA,NA,1
1035,Chlamydogobius eremius,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
1036,Chlamydogobius japalpa,ACTINOPTERYGII,Fish,2,Vulnerable,4,8.1.1,,8
1037,Chlamydosaurus kingii,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Felis catus,2
1038,Chlidonias leucopterus,AVES,Bird,9,Least Concern,2,NA,NA,1
1039,Chloris chloris,AVES,Bird,9,Least Concern,2,NA,NA,1
1040,Choriceras tricorne,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
1041,Chorilaena quercifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
1042,Chorismagrion risi,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
1043,Choristhemis flavoterminata,INSECTA,Invertebrate,1,Least Concern,2,1.1,,1
